city,year,weekofyear,total_cases
sj,2010,24,39
sj,2010,25,61
sj,2010,26,48
sj,2010,27,58
sj,2010,28,43
sj,2010,29,54
sj,2010,30,73
sj,2010,31,82
sj,2010,32,109
sj,2010,33,51
sj,2010,34,124
sj,2010,35,101
sj,2010,36,169
sj,2010,37,70
sj,2010,38,35
sj,2010,39,36
sj,2010,40,38
sj,2010,41,84
sj,2010,42,39
sj,2010,43,59
sj,2010,44,45
sj,2010,45,39
sj,2010,46,33
sj,2010,47,29
sj,2010,48,26
sj,2010,49,31
sj,2010,50,32
sj,2010,51,27
sj,2011,52,19
sj,2011,1,19
sj,2011,2,28
sj,2011,3,25
sj,2011,4,21
sj,2011,5,20
sj,2011,6,17
sj,2011,7,16
sj,2011,8,16
sj,2011,9,16
sj,2011,10,12
sj,2011,11,8
sj,2011,12,6
sj,2011,13,9
sj,2011,14,9
sj,2011,15,5
sj,2011,16,5
sj,2011,17,5
sj,2011,18,5
sj,2011,19,5
sj,2011,20,9
sj,2011,21,8
sj,2011,22,10
sj,2011,23,9
sj,2011,24,33
sj,2011,25,34
sj,2011,26,27
sj,2011,27,48
sj,2011,28,65
sj,2011,29,14
sj,2011,30,58
sj,2011,31,42
sj,2011,32,156
sj,2011,33,34
sj,2011,34,193
sj,2011,35,42
sj,2011,36,33
sj,2011,37,36
sj,2011,38,36
sj,2011,39,38
sj,2011,40,37
sj,2011,41,42
sj,2011,42,50
sj,2011,43,35
sj,2011,44,35
sj,2011,45,51
sj,2011,46,34
sj,2011,47,33
sj,2011,48,35
sj,2011,49,22
sj,2011,50,27
sj,2011,51,23
sj,2012,52,22
sj,2012,1,21
sj,2012,2,20
sj,2012,3,21
sj,2012,4,18
sj,2012,5,18
sj,2012,6,16
sj,2012,7,17
sj,2012,8,15
sj,2012,9,16
sj,2012,10,11
sj,2012,11,7
sj,2012,12,6
sj,2012,13,6
sj,2012,14,9
sj,2012,15,9
sj,2012,16,9
sj,2012,17,9
sj,2012,18,9
sj,2012,19,5
sj,2012,20,11
sj,2012,21,12
sj,2012,22,9
sj,2012,23,11
sj,2012,24,12
sj,2012,25,11
sj,2012,26,12
sj,2012,27,13
sj,2012,28,13
sj,2012,29,19
sj,2012,30,41
sj,2012,31,16
sj,2012,32,37
sj,2012,33,47
sj,2012,34,29
sj,2012,35,29
sj,2012,36,40
sj,2012,37,51
sj,2012,38,51
sj,2012,39,37
sj,2012,40,37
sj,2012,41,43
sj,2012,42,44
sj,2012,43,39
sj,2012,44,39
sj,2012,45,51
sj,2012,46,58
sj,2012,47,35
sj,2012,48,35
sj,2012,49,33
sj,2012,50,42
sj,2012,51,27
sj,2013,1,26
sj,2013,2,20
sj,2013,3,22
sj,2013,4,21
sj,2013,5,20
sj,2013,6,18
sj,2013,7,17
sj,2013,8,18
sj,2013,9,16
sj,2013,10,16
sj,2013,11,7
sj,2013,12,6
sj,2013,13,9
sj,2013,14,9
sj,2013,15,9
sj,2013,16,9
sj,2013,17,8
iq,2010,26,4
iq,2010,27,2
iq,2010,28,6
iq,2010,29,2
iq,2010,30,2
iq,2010,31,2
iq,2010,32,2
iq,2010,33,2
iq,2010,34,2
iq,2010,35,2
iq,2010,36,2
iq,2010,37,2
iq,2010,38,2
iq,2010,39,2
iq,2010,40,2
iq,2010,41,2
iq,2010,42,6
iq,2010,43,6
iq,2010,44,6
iq,2010,45,6
iq,2010,46,6
iq,2010,47,6
iq,2010,48,6
iq,2010,49,5
iq,2010,50,6
iq,2010,51,1
iq,2011,52,3
iq,2011,1,10
iq,2011,2,9
iq,2011,3,8
iq,2011,4,5
iq,2011,5,5
iq,2011,6,12
iq,2011,7,13
iq,2011,8,10
iq,2011,9,9
iq,2011,10,7
iq,2011,11,7
iq,2011,12,7
iq,2011,13,6
iq,2011,14,6
iq,2011,15,6
iq,2011,16,6
iq,2011,17,5
iq,2011,18,5
iq,2011,19,2
iq,2011,20,2
iq,2011,21,3
iq,2011,22,2
iq,2011,23,2
iq,2011,24,2
iq,2011,25,2
iq,2011,26,2
iq,2011,27,2
iq,2011,28,2
iq,2011,29,2
iq,2011,30,2
iq,2011,31,2
iq,2011,32,2
iq,2011,33,2
iq,2011,34,2
iq,2011,35,2
iq,2011,36,2
iq,2011,37,2
iq,2011,38,2
iq,2011,39,3
iq,2011,40,2
iq,2011,41,6
iq,2011,42,5
iq,2011,43,6
iq,2011,44,5
iq,2011,45,6
iq,2011,46,6
iq,2011,47,6
iq,2011,48,6
iq,2011,49,6
iq,2011,50,6
iq,2011,51,6
iq,2012,52,6
iq,2012,1,10
iq,2012,2,11
iq,2012,3,7
iq,2012,4,6
iq,2012,5,12
iq,2012,6,12
iq,2012,7,7
iq,2012,8,4
iq,2012,9,4
iq,2012,10,7
iq,2012,11,3
iq,2012,12,3
iq,2012,13,6
iq,2012,14,3
iq,2012,15,6
iq,2012,16,6
iq,2012,17,6
iq,2012,18,6
iq,2012,19,2
iq,2012,20,6
iq,2012,21,2
iq,2012,22,2
iq,2012,23,2
iq,2012,24,2
iq,2012,25,2
iq,2012,26,2
iq,2012,27,2
iq,2012,28,2
iq,2012,29,2
iq,2012,30,2
iq,2012,31,2
iq,2012,32,2
iq,2012,33,2
iq,2012,34,2
iq,2012,35,2
iq,2012,36,2
iq,2012,37,2
iq,2012,38,1
iq,2012,39,2
iq,2012,40,2
iq,2012,41,6
iq,2012,42,3
iq,2012,43,6
iq,2012,44,6
iq,2012,45,6
iq,2012,46,6
iq,2012,47,5
iq,2012,48,6
iq,2012,49,6
iq,2012,50,6
iq,2012,51,5
iq,2013,1,9
iq,2013,2,7
iq,2013,3,6
iq,2013,4,11
iq,2013,5,8
iq,2013,6,12
iq,2013,7,13
iq,2013,8,11
iq,2013,9,9
iq,2013,10,7
iq,2013,11,7
iq,2013,12,7
iq,2013,13,6
iq,2013,14,6
iq,2013,15,6
iq,2013,16,6
iq,2013,17,6
iq,2013,18,2
iq,2013,19,5
iq,2013,20,6
iq,2013,21,3
iq,2013,22,2
iq,2013,23,3
iq,2013,24,2
iq,2013,25,2
iq,2013,26,2
